,Indice,Date,Close,High,Low,Open,Volume,V_t,MA5,MA15,EMA5,EMA15,RSI14,MACD,Signal,STD10,STD20,BollingerBandUpper,BollingerBandLower
0,CAC40,2004-11-05,3780.989990234375,3811.60009765625,3776.010009765625,3796.18994140625,114898800.0,0.4927650680569295,3762.656005859375,3703.306673177083,3758.3738713659795,3723.9615443005423,65.4235699685471,13.61443158494285,-0.010457155111366552,61.79967078277221,47.397682725567016,3794.6513713105087,3605.060640408241
1,CAC40,2004-11-08,3776.989990234375,3787.2900390625,3770.510009765625,3782.35009765625,68879000.0,-0.10579239856046403,3771.239990234375,3711.1186686197916,3764.5792443221117,3730.5901000422714,60.73182520936961,16.37690684538211,3.267015644987329,51.86612670471188,50.12626258010606,3802.5760359023993,3602.0709855819755
2,CAC40,2004-11-09,3769.93994140625,3785.739990234375,3767.1201171875,3784.159912109375,92008600.0,-0.1866578637050484,3772.0599609375,3715.743994140625,3766.366143350158,3735.5088302127688,65.88070533478412,17.792210839831114,6.172054683956087,34.677266971398836,52.23221344851109,3810.79242982671,3601.863576032665
3,CAC40,2004-11-10,3784.909912109375,3798.760009765625,3780.070068359375,3782.030029296875,93760000.0,0.39708777688222147,3775.05595703125,3723.692659505208,3772.5473996032306,3741.6839654498444,65.15027666951286,19.89249270536311,8.916142288237491,26.825729771340434,54.991137219427856,3820.8397695560434,3600.875220678332
4,CAC40,2004-11-11,3833.7900390625,3839.5,3776.5400390625,3780.1201171875,96375600.0,1.291447566472818,3789.323974609375,3733.443326822917,3792.9616127563204,3753.1972246514265,69.81889103761443,25.21058699848936,12.175031230287866,32.99449691199391,60.278318213740725,3839.8561359392,3598.7428630842373
5,CAC40,2004-11-12,3835.110107421875,3850.159912109375,3826.320068359375,3844.409912109375,107530000.0,0.03443246359150655,3800.147998046875,3743.306005859375,3807.011110978172,3763.4363349977325,88.56060284246185,29.19518955312833,15.57906289485596,31.20836893634984,64.37615789314957,3856.2693201808306,3598.764688608232
6,CAC40,2004-11-15,3820.969970703125,3856.010009765625,3820.56005859375,3848.090087890625,80823200.0,-0.368702235990184,3808.943994140625,3757.4333333333334,3811.664064219823,3770.6280394609066,83.94026403644628,30.856332334290983,18.634516782742967,28.549787964864553,65.53107135078064,3866.637142701561,3604.5128572984386
7,CAC40,2004-11-16,3794.27001953125,3832.739990234375,3781.81005859375,3827.260009765625,89578600.0,-0.6987741692971678,3813.810009765625,3769.086002604167,3805.866049323632,3773.5832869696997,71.89554242378112,29.676247726513793,20.842862971497134,27.252499344504248,66.24201492787294,3872.744527902621,3607.776468191129
8,CAC40,2004-11-17,3844.139892578125,3844.139892578125,3793.97998046875,3801.5,111938400.0,1.3143469703043433,3825.656005859375,3780.1360026041666,3818.62399707513,3782.4028626707527,72.56323282252298,32.39171264750439,23.152632906698585,30.23295972261466,67.67116937701392,3884.525834847778,3613.841157339722
9,CAC40,2004-11-18,3830.389892578125,3839.8701171875,3819.760009765625,3826.679931640625,120539000.0,-0.3576872950577866,3824.9759765625,3787.373990885417,3822.545962242795,3788.4012414091744,72.89941021153842,33.05321123064505,25.13274857148788,28.342884283003816,68.35712643989069,3893.040742137594,3619.6122363780314
10,CAC40,2004-11-19,3798.780029296875,3844.3798828125,3792.949951171875,3837.919921875,133205000.0,-0.8252387920743575,3817.7099609375,3793.5046549479166,3814.6239845941554,3789.698589895137,61.801068566340156,30.6732200442234,26.240842866034985,27.047149004862327,66.95562922484503,3895.8182530785966,3627.9957361792162
11,CAC40,2004-11-22,3774.25,3783.110107421875,3754.159912109375,3776.52001953125,89247000.0,-0.6457343965087476,3808.365966796875,3796.183317057292,3801.165989729437,3787.7675161582447,51.575303312312215,26.502190765718296,26.293112445971648,27.417991361678045,56.47721827714864,3883.120928253516,3657.212055144921
12,CAC40,2004-11-23,3780.090087890625,3807.3798828125,3772.97998046875,3795.179931640625,85151200.0,0.15473505704775783,3805.52998046875,3797.1333170572916,3794.1406891165,3786.8078376247922,51.890752866387885,23.398147022942794,25.714119361365878,25.97544255596681,43.953396531485296,3866.1037901332834,3690.290204007342
13,CAC40,2004-11-24,3760.699951171875,3798.0,3754.139892578125,3798.0,76369200.0,-0.5129543547352368,3788.8419921875,3796.5179850260415,3782.9937764682923,3783.5443518181773,49.68815746655785,19.15276683639013,24.40184885637073,29.437134175877425,37.4953060130254,3857.3031120260507,3707.3218879739493
14,CAC40,2004-11-25,3797.590087890625,3802.85009765625,3769.429931640625,3771.360107421875,82699200.0,0.9809380487069869,3782.28203125,3798.860660807292,3787.85921360907,3785.300068827233,52.77648922790454,18.55115204857657,23.2317094948119,28.001444264000376,34.791920644227126,3855.6848422650164,3716.517159688108
15,CAC40,2004-11-26,3782.199951171875,3791.89990234375,3764.31005859375,3783.60009765625,57451200.0,-0.40526060903267386,3778.966015625,3798.9413248697915,3785.972792796672,3784.9125541203134,50.8394211691477,16.64068907715773,21.913505411281065,26.341610275001063,29.419580551283836,3848.709156219755,3731.03083401462
16,CAC40,2004-11-29,3780.610107421875,3824.60009765625,3780.610107421875,3787.090087890625,88352800.0,-0.04203489425532364,3780.238037109375,3799.182666015625,3784.185231005073,3784.3747482830086,51.74995135131239,14.827424979012903,20.496289324827433,25.569302693165163,26.46600362392607,3845.129004318165,3739.2649898224604
17,CAC40,2004-11-30,3753.75,3796.1298828125,3745.75,3796.1298828125,95483600.0,-0.7104701796449412,3774.97001953125,3798.103336588542,3774.040154003382,3780.5466547476326,45.08147128485007,11.095116333091482,18.616054726480243,28.605321577912193,27.22683855815983,3846.046169792101,3737.1388155594614
18,CAC40,2004-12-01,3796.7099609375,3805.85009765625,3744.360107421875,3751.739990234375,118995600.0,1.1444545038295038,3782.172021484375,3798.8900065104167,3781.596756314755,3782.567068021366,44.03551046888082,11.471508251294381,17.18714543144307,21.79967006598078,26.75992432913601,3846.4513427988973,3739.411645482353
19,CAC40,2004-12-02,3811.449951171875,3822.25,3796.080078125,3808.469970703125,107974800.0,0.3882306098181737,3784.943994140625,3797.400667317708,3791.5478212671287,3786.1774284151797,46.35167184923616,12.811512442357525,16.312018833625963,17.949686859214143,26.0561501387243,3847.4937944180733,3743.2691938631765
20,CAC40,2004-12-03,3783.510009765625,3824.469970703125,3771.610107421875,3812.419921875,113365400.0,-0.7330528214770218,3785.206005859375,3793.960660807292,3788.868550766628,3785.8440010839854,44.459570128851574,11.486545899331759,15.346924246767124,17.147647044476656,25.988899930793803,3847.485294978775,3743.5296952555996
21,CAC40,2004-12-06,3767.389892578125,3771.090087890625,3755.679931640625,3765.090087890625,59357600.0,-0.4260624960920504,3782.561962890625,3790.3886555989584,3781.708998037127,3783.537237520753,45.89591600757143,9.031630616769235,14.083865520767546,17.626504379654985,26.433759280563443,3847.895008795502,3742.159971673248
22,CAC40,2004-12-07,3787.449951171875,3800.489990234375,3763.080078125,3770.570068359375,79917800.0,0.5324656901922717,3789.301953125,3789.933984375,3783.622649082043,3784.0263267271434,40.477733178703765,8.605571971336758,12.988206810881389,17.71914278874027,25.84247109568323,3847.587932914023,3744.2180485312897
