,Indice,Date,Close,High,Low,Open,Volume,V_t,MA5,MA15,EMA5,EMA15,RSI14,MACD,Signal,STD10,STD20,BollingerBandUpper,BollingerBandLower
0,Nikkei225,2002-07-05,10826.08984375,10885.830078125,10701.3701171875,10701.3701171875,50200000.0,1.8177723597829791,10697.7919921875,10557.499934895834,10694.457187984859,10690.108009465124,53.04159284278456,-148.10726840809366,-195.4749091461661,231.38948696697167,367.43866389872466,11463.611263344324,9993.856607749427
1,Nikkei225,2002-07-08,10769.2001953125,11050.6904296875,10760.099609375,10969.2099609375,55900000.0,-0.5254865723319571,10732.5439453125,10564.505924479166,10719.37152376074,10699.994532696046,48.60977333548828,-128.71699578904008,-182.1233264747409,240.3520162413218,335.39432039690666,11369.472088059438,10027.894806471812
2,Nikkei225,2002-07-09,10960.25,10960.25,10770.990234375,10836.1904296875,48100000.0,1.7740389371780654,10800.1298828125,10572.527278645834,10799.664349173827,10732.52646610904,60.20766732371836,-96.8178861461729,-165.06223840902732,267.5318206368138,292.9085813880833,11260.041088557417,10088.406763005085
3,Nikkei225,2002-07-10,10752.66015625,10975.7197265625,10752.66015625,10865.9296875,44800000.0,-1.8940247143085238,10788.201953125,10590.959309895834,10783.996284865885,10735.043177376661,52.86006112362858,-87.28224206818777,-149.5062391408594,188.99449714160505,250.6385983947761,11146.781151867677,10144.226758288574
4,Nikkei225,2002-07-11,10485.740234375,10647.58984375,10457.0703125,10647.58984375,45500000.0,-2.4823617411534427,10758.7880859375,10582.476627604166,10684.577601368925,10703.880309501454,52.68123399258827,-100.10938372853343,-139.62686805839422,140.11137500380124,223.3762385568024,11059.30145172298,10165.79649749577
5,Nikkei225,2002-07-12,10601.4501953125,10694.41015625,10570.0,10608.6298828125,53100000.0,1.1034982590754296,10713.86015625,10598.95,10656.868466016784,10691.076545227834,52.65687364093755,-99.78786667847999,-131.65906778241137,141.64234599650592,211.28148950491754,11019.15296924421,10174.02701122454
6,Nikkei225,2002-07-15,10375.150390625,10548.2099609375,10373.2900390625,10548.2099609375,37400000.0,-2.134611779693687,10635.0501953125,10592.538671875,10562.96244088619,10651.58577590248,47.707073878670755,-116.45118826187354,-128.6174918783038,174.12372187778334,216.24293021250884,11014.627852612519,10149.656131762482
7,Nikkei225,2002-07-16,10250.419921875,10503.0400390625,10250.419921875,10313.2099609375,50400000.0,-1.2022039590164073,10493.0841796875,10576.122005208334,10458.781601215793,10601.440044149045,53.73773484729296,-138.1294270293547,-130.519878908514,221.88009916948047,219.40925955133903,10991.485023008929,10113.847984803571
8,Nikkei225,2002-07-17,10296.01953125,10328.009765625,10113.6103515625,10256.3896484375,52800000.0,0.44485601294916466,10401.7560546875,10590.886002604168,10404.527577893863,10563.262480036665,50.778358429131984,-149.90210193089115,-134.39632351298943,238.48595895773147,226.30470746029738,10996.267911014345,10091.049081173156
9,Nikkei225,2002-07-18,10498.259765625,10513.990234375,10340.3095703125,10366.9501953125,51400000.0,1.9642565144828044,10404.2599609375,10606.663346354168,10435.77164047091,10555.137140735207,46.99034215338015,-141.28429745140056,-135.77391830067165,239.9057842581919,225.9086982090996,10989.739857355698,10086.1050645193
