,Indice,Close,High,Low,Open,Volume,VariationN,VariationN-1,Trend,Amplitude,Date
20,SP500,114.88999938964844,115.95999908447266,114.81999969482422,115.61000061035156,48840000,-0.26112198916491414,-0.8200940765494935,0,1.1399993896484375,1982-05-19
21,SP500,114.58999633789062,115.06999969482422,114.37000274658203,114.8499984741211,48330000,0.26180562121076445,-0.26112198916491414,0,0.6999969482421875,1982-05-20
22,SP500,114.88999938964844,115.12999725341797,114.5999984741211,115.02999877929688,45260000,-0.08703844951896134,0.26180562121076445,1,0.529998779296875,1982-05-21
23,SP500,114.79000091552734,114.86000061035156,114.23999786376953,114.45999908447266,38510000,-0.33975031495594443,-0.08703844951896134,0,0.6200027465820312,1982-05-24
24,SP500,114.4000015258789,115.51000213623047,114.4000015258789,115.5,44010000,-1.1276231628681632,-0.33975031495594443,0,1.1100006103515625,1982-05-25
25,SP500,113.11000061035156,114.4000015258789,112.87999725341797,113.68000030517578,51250000,-0.39784010769513545,-1.1276231628681632,0,1.5200042724609375,1982-05-26
26,SP500,112.66000366210938,113.12000274658203,112.58000183105469,113.11000061035156,44730000,-0.692354325702671,-0.39784010769513545,0,0.5400009155273438,1982-05-27
27,SP500,111.87999725341797,112.80000305175781,111.66000366210938,112.79000091552734,43900000,-0.17876023699676669,-0.692354325702671,0,1.1399993896484375,1982-05-28
28,SP500,111.68000030517578,112.06999969482422,111.66000366210938,111.97000122070312,41650000,0.3223501158379438,-0.17876023699676669,0,0.40999603271484375,1982-06-01
29,SP500,112.04000091552734,112.19000244140625,111.55000305175781,111.73999786376953,49220000,-0.16065717931534884,0.3223501158379438,1,0.6399993896484375,1982-06-02
30,SP500,111.86000061035156,112.4800033569336,111.44999694824219,112.04000091552734,48450000,-1.5823388725219933,-0.16065717931534884,0,1.0300064086914062,1982-06-03
31,SP500,110.08999633789062,111.8499984741211,110.0199966430664,111.66000366210938,44110000,0.027256253692042876,-1.5823388725219933,0,1.8300018310546875,1982-06-04
32,SP500,110.12000274658203,110.58999633789062,109.41999816894531,109.58999633789062,44630000,-0.4449741018366149,0.027256253692042876,1,1.1699981689453125,1982-06-07
33,SP500,109.62999725341797,110.33000183105469,109.5999984741211,110.33000183105469,46820000,-0.5837812694358013,-0.4449741018366149,0,0.7300033569335938,1982-06-08
34,SP500,108.98999786376953,109.62999725341797,108.52999877929688,109.45999908447266,55770000,0.5688620595781568,-0.5837812694358013,0,1.0999984741210938,1982-06-09
35,SP500,109.61000061035156,109.69999694824219,108.95999908447266,109.3499984741211,50950000,1.48708807986635,0.5688620595781568,1,0.7399978637695312,1982-06-10
36,SP500,111.23999786376953,111.4800033569336,109.6500015258789,111.11000061035156,68610000,-1.1506641530723782,1.48708807986635,1,1.8300018310546875,1982-06-11
37,SP500,109.95999908447266,111.22000122070312,109.9000015258789,110.5,40100000,-0.24554078329792617,-1.1506641530723782,0,1.3199996948242188,1982-06-14
38,SP500,109.69000244140625,109.95999908447266,108.9800033569336,109.62999725341797,44970000,-0.7475610142886446,-0.24554078329792617,0,0.9799957275390625,1982-06-15
39,SP500,108.87000274658203,110.12999725341797,108.81999969482422,110.0999984741211,56280000,-1.1665327826041683,-0.7475610142886446,0,1.30999755859375,1982-06-16
40,SP500,107.5999984741211,108.8499984741211,107.4800033569336,108.01000213623047,49230000,-0.2973974901135157,-1.1665327826041683,0,1.3699951171875,1982-06-17
41,SP500,107.27999877929688,107.5999984741211,107.06999969482422,107.5999984741211,53800000,-0.07457292315902198,-0.2973974901135157,0,0.529998779296875,1982-06-18
42,SP500,107.19999694824219,107.87999725341797,107.01000213623047,107.27999877929688,50370000,1.0261251257746906,-0.07457292315902198,0,0.8699951171875,1982-06-21
43,SP500,108.30000305175781,108.30000305175781,107.16999816894531,107.25,55290000,1.6989808735381695,1.0261251257746906,1,1.1300048828125,1982-06-22
44,SP500,110.13999938964844,110.13999938964844,108.08999633789062,108.58999633789062,62710000,-0.281457744971525,1.6989808735381695,1,2.0500030517578125,1982-06-23
45,SP500,109.83000183105469,110.91999816894531,109.79000091552734,110.25,55860000,-0.6282458616978293,-0.281457744971525,0,1.1299972534179688,1982-06-24
46,SP500,109.13999938964844,109.83000183105469,109.08999633789062,109.55999755859375,38740000,1.0262073967798324,-0.6282458616978293,0,0.7400054931640625,1982-06-25
47,SP500,110.26000213623047,110.44999694824219,109.16999816894531,109.30000305175781,40700000,-0.045350127688215114,1.0262073967798324,1,1.279998779296875,1982-06-28
48,SP500,110.20999908447266,110.56999969482422,109.68000030517578,110.26000213623047,46990000,-0.5444138273345001,-0.045350127688215114,0,0.8899993896484375,1982-06-29
49,SP500,109.61000061035156,111.0,109.5,110.94999694824219,65280000,-0.8210943534963433,-0.5444138273345001,0,1.5,1982-06-30
50,SP500,108.70999908447266,109.62999725341797,108.62000274658203,109.5199966430664,47900000,-0.9750690530041184,-0.8210943534963433,0,1.0099945068359375,1982-07-01
51,SP500,107.6500015258789,108.70999908447266,107.5999984741211,108.0999984741211,43760000,-0.3344176546667521,-0.9750690530041184,0,1.1100006103515625,1982-07-02
52,SP500,107.29000091552734,107.66999816894531,106.73999786376953,107.2699966430664,44350000,-0.06524344694462947,-0.3344176546667521,0,0.9300003051757812,1982-07-06
53,SP500,107.22000122070312,107.61000061035156,106.98999786376953,107.08000183105469,46920000,0.28912288291775834,-0.06524344694462947,0,0.6200027465820312,1982-07-07
54,SP500,107.52999877929688,107.52999877929688,105.56999969482422,106.8499984741211,63270000,1.208967791793647,0.28912288291775834,1,1.9599990844726562,1982-07-08
55,SP500,108.83000183105469,108.97000122070312,107.55999755859375,108.2300033569336,65870000,0.6799575956254023,1.208967791793647,1,1.410003662109375,1982-07-09
56,SP500,109.56999969482422,109.62000274658203,108.88999938964844,109.4800033569336,74690000,-0.10952153592795888,0.6799575956254023,1,0.7300033569335938,1982-07-12
57,SP500,109.44999694824219,110.06999969482422,109.19000244140625,109.19000244140625,66170000,0.9045276571658878,-0.10952153592795888,0,0.8799972534179688,1982-07-13
58,SP500,110.44000244140625,110.44000244140625,109.08000183105469,109.68000030517578,58160000,0.02716296507943028,0.9045276571658878,1,1.3600006103515625,1982-07-14
59,SP500,110.47000122070312,110.94999694824219,110.2699966430664,110.83000183105469,61090000,0.5431324952394734,0.02716296507943028,1,0.6800003051757812,1982-07-15
60,SP500,111.06999969482422,111.4800033569336,110.16000366210938,110.16000366210938,58740000,-0.30610996562959736,0.5431324952394734,1,1.3199996948242188,1982-07-16
61,SP500,110.7300033569336,111.77999877929688,110.66000366210938,111.75,53030000,0.7315068491263066,-0.30610996562959736,0,1.1199951171875,1982-07-19
62,SP500,111.54000091552734,111.55999755859375,110.3499984741211,111.11000061035156,61060000,-0.10758718450514237,0.7315068491263066,1,1.2099990844726562,1982-07-20
63,SP500,111.41999816894531,112.38999938964844,111.37999725341797,112.1500015258789,66770000,0.053854953306764486,-0.10758718450514237,0,1.0100021362304688,1982-07-21
64,SP500,111.4800033569336,112.0199966430664,110.94000244140625,110.94999694824219,53870000,-0.27808143043889233,0.053854953306764486,1,1.0799942016601562,1982-07-22
65,SP500,111.16999816894531,111.58000183105469,111.05000305175781,111.45999908447266,47280000,-0.728611650566724,-0.27808143043889233,0,0.529998779296875,1982-07-23
66,SP500,110.36000061035156,111.16000366210938,110.29000091552734,110.66000366210938,37740000,-0.8426969010804308,-0.728611650566724,0,0.8700027465820312,1982-07-26
67,SP500,109.43000030517578,110.3499984741211,109.36000061035156,110.26000213623047,45740000,-1.5443684882511244,-0.8426969010804308,0,0.9899978637695312,1982-07-27
68,SP500,107.73999786376953,109.41999816894531,107.52999877929688,109.41999816894531,53830000,-0.018560092317521093,-1.5443684882511244,0,1.8899993896484375,1982-07-28
69,SP500,107.72000122070312,107.91999816894531,106.62000274658203,107.41999816894531,55680000,-0.5848541363471682,-0.018560092317521093,0,1.2999954223632812,1982-07-29
70,SP500,107.08999633789062,107.94999694824219,107.01000213623047,107.3499984741211,39270000,1.7648772842232763,-0.5848541363471682,0,0.9399948120117188,1982-07-30
71,SP500,108.9800033569336,109.08999633789062,107.11000061035156,107.70999908447266,53460000,-1.05524086112605,1.7648772842232763,1,1.9799957275390625,1982-08-02
72,SP500,107.83000183105469,109.43000030517578,107.80999755859375,108.9800033569336,60480000,-1.567284070025432,-1.05524086112605,0,1.6200027465820312,1982-08-03
73,SP500,106.13999938964844,107.83000183105469,106.11000061035156,107.83000183105469,53440000,-0.9233048173869163,-1.567284070025432,0,1.720001220703125,1982-08-04
74,SP500,105.16000366210938,106.0999984741211,104.76000213623047,106.0999984741211,54700000,-1.378855579252114,-0.9233048173869163,0,1.339996337890625,1982-08-05
75,SP500,103.70999908447266,105.16000366210938,103.66999816894531,105.16000366210938,48660000,-0.6074604753441681,-1.378855579252114,0,1.4900054931640625,1982-08-06
76,SP500,103.08000183105469,103.69000244140625,102.19999694824219,103.69000244140625,54560000,-0.232834195673981,-0.6074604753441681,0,1.4900054931640625,1982-08-09
77,SP500,102.83999633789062,103.83999633789062,102.81999969482422,103.11000061035156,52680000,-0.23337015977810127,-0.232834195673981,0,1.0199966430664062,1982-08-10
78,SP500,102.5999984741211,103.01000213623047,102.4800033569336,102.83000183105469,49040000,-0.17543889654265676,-0.23337015977810127,0,0.529998779296875,1982-08-11
79,SP500,102.41999816894531,103.22000122070312,102.38999938964844,102.5999984741211,50080000,1.3962120003331302,-0.17543889654265676,0,0.8300018310546875,1982-08-12
80,SP500,103.8499984741211,103.8499984741211,102.4000015258789,102.41999816894531,44720000,0.23110049811829736,1.3962120003331302,1,1.4499969482421875,1982-08-13
81,SP500,104.08999633789062,105.5199966430664,103.86000061035156,103.86000061035156,55420000,4.755504613112205,0.23110049811829736,1,1.6599960327148438,1982-08-16
82,SP500,109.04000091552734,109.04000091552734,104.08999633789062,105.4000015258789,92860000,-0.45854731823355976,4.755504613112205,1,4.950004577636719,1982-08-17
83,SP500,108.54000091552734,111.58000183105469,108.45999908447266,109.04000091552734,132690000,0.5712205098142187,-0.45854731823355976,0,3.1200027465820312,1982-08-18
84,SP500,109.16000366210938,109.86000061035156,108.33999633789062,108.52999877929688,78270000,3.5360872585760816,0.5712205098142187,1,1.5200042724609375,1982-08-19
85,SP500,113.0199966430664,113.0199966430664,109.19000244140625,109.19000244140625,95890000,2.734032966788913,3.5360872585760816,1,3.8299942016601562,1982-08-20
86,SP500,116.11000061035156,116.11000061035156,112.6500015258789,113.0199966430664,110310000,-0.6545535545908088,2.734032966788913,1,3.4599990844726562,1982-08-23
87,SP500,115.3499984741211,116.38999938964844,115.08000183105469,116.11000061035156,121650000,1.933249576447893,-0.6545535545908088,0,1.30999755859375,1982-08-24
88,SP500,117.58000183105469,118.12000274658203,115.11000061035156,115.3499984741211,106200000,0.8249712583751068,1.933249576447893,1,3.0100021362304688,1982-08-25
89,SP500,118.55000305175781,120.26000213623047,117.56999969482422,117.56999969482422,137330000,-1.2146793794493238,0.8249712583751068,1,2.69000244140625,1982-08-26
90,SP500,117.11000061035156,118.55999755859375,116.62999725341797,117.37999725341797,74410000,0.46964652795775663,-1.2146793794493238,0,1.9300003051757812,1982-08-27
91,SP500,117.66000366210938,117.66000366210938,115.79000091552734,117.05000305175781,59560000,1.5723256982328904,0.46964652795775663,1,1.8700027465820312,1982-08-30
92,SP500,119.51000213623047,119.5999984741211,117.6500015258789,117.6500015258789,86360000,-1.0543068477182227,1.5723256982328904,1,1.9499969482421875,1982-08-31
93,SP500,118.25,120.05000305175781,117.9800033569336,119.5199966430664,82830000,1.725159336598181,-1.0543068477182227,0,2.0699996948242188,1982-09-01
94,SP500,120.29000091552734,120.31999969482422,117.83999633789062,118.23999786376953,74740000,1.9868645535440654,1.725159336598181,1,2.4800033569335938,1982-09-02
95,SP500,122.68000030517578,123.63999938964844,120.30999755859375,120.30999755859375,130910000,-1.0678167226402246,1.9868645535440654,1,3.3300018310546875,1982-09-03
96,SP500,121.37000274658203,122.68000030517578,121.19000244140625,122.68000030517578,68960000,0.6838544804132152,-1.0678167226402246,0,1.4899978637695312,1982-09-07
97,SP500,122.19999694824219,123.11000061035156,121.19000244140625,121.33000183105469,77960000,-0.1882125476946439,0.6838544804132152,1,1.9199981689453125,1982-09-08
98,SP500,121.97000122070312,123.22000122070312,121.9000015258789,122.19000244140625,73090000,-0.8198737312386406,-0.1882125476946439,0,1.3199996948242188,1982-09-09
99,SP500,120.97000122070312,121.9800033569336,120.2699966430664,121.97000122070312,71080000,1.0498442839141253,-0.8198737312386406,0,1.7100067138671875,1982-09-10
100,SP500,122.23999786376953,122.23999786376953,120.25,120.94000244140625,59520000,0.7035345430143058,1.0498442839141253,1,1.9899978637695312,1982-09-13
101,SP500,123.0999984741211,123.69000244140625,122.2699966430664,122.2699966430664,83070000,0.96669574017616,0.7035345430143058,1,1.4200057983398438,1982-09-14
102,SP500,124.29000091552734,124.80999755859375,122.72000122070312,123.08999633789062,69680000,-0.4183798122379567,0.96669574017616,1,2.089996337890625,1982-09-15
103,SP500,123.7699966430664,124.87999725341797,123.6500015258789,124.27999877929688,78900000,-0.9856941297549437,-0.4183798122379567,0,1.2299957275390625,1982-09-16
104,SP500,122.55000305175781,123.76000213623047,122.33999633789062,123.76000213623047,63950000,-0.032640485133605956,-0.9856941297549437,0,1.4200057983398438,1982-09-17
105,SP500,122.51000213623047,122.54000091552734,121.4800033569336,122.54000091552734,58520000,1.9345319368716307,-0.032640485133605956,0,1.05999755859375,1982-09-20
106,SP500,124.87999725341797,124.91000366210938,122.51000213623047,122.51000213623047,82920000,-0.7126837037338851,1.9345319368716307,1,2.4000015258789062,1982-09-21
107,SP500,123.98999786376953,126.43000030517578,123.98999786376953,124.9000015258789,113150000,-0.14517324645295648,-0.7126837037338851,0,2.44000244140625,1982-09-22
108,SP500,123.80999755859375,124.19000244140625,122.95999908447266,123.98999786376953,68260000,-0.39576599097955745,-0.14517324645295648,0,1.2300033569335938,1982-09-23
109,SP500,123.31999969482422,123.80000305175781,123.11000061035156,123.79000091552734,54600000,0.2432720179210257,-0.39576599097955745,0,0.69000244140625,1982-09-24
110,SP500,123.62000274658203,123.62000274658203,122.75,123.31999969482422,44840000,-0.307397568653589,0.2432720179210257,1,0.8700027465820312,1982-09-27
111,SP500,123.23999786376953,124.16000366210938,123.20999908447266,123.62000274658203,65900000,-1.3063945458123616,-0.307397568653589,0,0.9500045776367188,1982-09-28
112,SP500,121.62999725341797,123.23999786376953,121.27999877929688,123.23999786376953,62550000,-0.9948196265692655,-1.3063945458123616,0,1.9599990844726562,1982-09-29
113,SP500,120.41999816894531,121.62000274658203,120.13999938964844,121.62000274658203,62610000,1.2871641548966029,-0.9948196265692655,0,1.4800033569335938,1982-09-30
114,SP500,121.97000122070312,121.97000122070312,120.1500015258789,120.4000015258789,65000000,-0.37714116575295886,1.2871641548966029,1,1.8199996948242188,1982-10-01
115,SP500,121.51000213623047,121.97000122070312,120.55999755859375,121.97000122070312,55650000,0.3868004381863077,-0.37714116575295886,0,1.410003662109375,1982-10-04
116,SP500,121.9800033569336,122.7300033569336,121.5999984741211,121.5999984741211,69770000,3.2710261960676723,0.3868004381863077,1,1.1300048828125,1982-10-05
117,SP500,125.97000122070312,125.97000122070312,122.0,122.0,93570000,2.246568074645361,3.2710261960676723,1,3.970001220703125,1982-10-06
118,SP500,128.8000030517578,128.9600067138672,125.98999786376953,125.98999786376953,147070000,1.7468943685473803,2.246568074645361,1,2.9700088500976562,1982-10-07
119,SP500,131.0500030517578,131.11000061035156,128.7899932861328,128.7899932861328,122250000,2.6096894996596065,1.7468943685473803,1,2.32000732421875,1982-10-08
120,SP500,134.47000122070312,135.52999877929688,131.05999755859375,131.05999755859375,138530000,-0.022308900888334815,2.6096894996596065,1,4.470001220703125,1982-10-11
121,SP500,134.44000244140625,135.85000610351562,133.58999633789062,134.47999572753906,126310000,1.6884887170768081,-0.022308900888334815,0,2.260009765625,1982-10-12
122,SP500,136.7100067138672,137.97000122070312,134.13999938964844,134.4199981689453,139800000,-1.5653568023937248,1.6884887170768081,1,3.8300018310546875,1982-10-13
123,SP500,134.57000732421875,136.88999938964844,134.5500030517578,136.7100067138672,107530000,-0.7431076358572986,-1.5653568023937248,0,2.339996337890625,1982-10-14
124,SP500,133.57000732421875,134.61000061035156,133.27999877929688,134.5500030517578,80290000,2.3657918919252285,-0.7431076358572986,0,1.3300018310546875,1982-10-15
125,SP500,136.72999572753906,136.72999572753906,133.58999633789062,133.58999633789062,83790000,-0.10970079804819566,2.3657918919252285,1,3.1399993896484375,1982-10-18
126,SP500,136.5800018310547,137.9600067138672,135.72000122070312,136.72999572753906,100850000,1.9402503008912886,-0.10970079804819566,0,2.2400054931640625,1982-10-19
127,SP500,139.22999572753906,139.22999572753906,136.3699951171875,136.5800018310547,98680000,-0.12209881071747475,1.9402503008912886,1,2.8600006103515625,1982-10-20
128,SP500,139.05999755859375,140.27000427246094,137.6300048828125,139.22999572753906,122460000,-0.16539316235939516,-0.12209881071747475,0,2.6399993896484375,1982-10-21
129,SP500,138.8300018310547,140.39999389648438,138.75,139.05999755859375,101120000,-3.968878797207809,-0.16539316235939516,0,1.649993896484375,1982-10-22
130,SP500,133.32000732421875,138.80999755859375,133.32000732421875,138.80999755859375,83720000,0.8700782625216563,-3.968878797207809,0,5.489990234375,1982-10-25
131,SP500,134.47999572753906,134.47999572753906,131.5,133.2899932861328,102080000,0.6023182512846281,0.8700782625216563,1,2.9799957275390625,1982-10-26
132,SP500,135.2899932861328,135.9199981689453,134.47999572753906,134.47999572753906,81670000,-1.2565577889022128,0.6023182512846281,1,1.44000244140625,1982-10-27
133,SP500,133.58999633789062,135.4199981689453,133.58999633789062,135.27999877929688,73590000,0.09731633084537616,-1.2565577889022128,0,1.8300018310546875,1982-10-28
134,SP500,133.72000122070312,134.02000427246094,132.63999938964844,133.5399932861328,74830000,1.308704744260103,0.09731633084537616,1,1.3800048828125,1982-10-29
135,SP500,135.47000122070312,136.02999877929688,133.22000122070312,133.72000122070312,73530000,1.4911081820764283,1.308704744260103,1,2.80999755859375,1982-11-01
136,SP500,137.49000549316406,138.50999450683594,135.47999572753906,135.47999572753906,104770000,3.913004152357047,1.4911081820764283,1,3.029998779296875,1982-11-02
137,SP500,142.8699951171875,142.8800048828125,137.52999877929688,137.52999877929688,137010000,-0.7139280804449144,3.913004152357047,1,5.350006103515625,1982-11-03
138,SP500,141.85000610351562,143.99000549316406,141.64999389648438,142.85000610351562,149350000,0.21853898149819528,-0.7139280804449144,0,2.3400115966796875,1982-11-04
139,SP500,142.16000366210938,142.42999267578125,141.32000732421875,141.85000610351562,96550000,-1.2099051606605737,0.21853898149819528,1,1.1099853515625,1982-11-05
140,SP500,140.44000244140625,142.1199951171875,139.97999572753906,142.1199951171875,75240000,1.8370847238706745,-1.2099051606605737,0,2.1399993896484375,1982-11-08
141,SP500,143.02000427246094,143.16000366210938,140.4600067138672,140.47999572753906,111220000,-1.300517798061418,1.8370847238706745,1,2.6999969482421875,1982-11-09
142,SP500,141.16000366210938,144.36000061035156,140.8000030517578,143.0399932861328,113240000,0.4179628241600897,-1.300517798061418,0,3.55999755859375,1982-11-10
143,SP500,141.75,141.75,139.8800048828125,141.14999389648438,78410000,-1.566138427303787,0.4179628241600897,1,1.8699951171875,1982-11-11
144,SP500,139.52999877929688,141.85000610351562,139.52999877929688,141.75,95080000,-1.7917293928701339,-1.566138427303787,0,2.32000732421875,1982-11-12
145,SP500,137.02999877929688,139.5399932861328,137.0,139.5399932861328,78900000,-1.1749256547426978,-1.7917293928701339,0,2.5399932861328125,1982-11-15
146,SP500,135.4199981689453,136.97000122070312,134.0500030517578,136.97000122070312,102910000,1.8534888057704313,-1.1749256547426978,0,2.9199981689453125,1982-11-16
147,SP500,137.92999267578125,137.92999267578125,135.47000122070312,135.47000122070312,84440000,0.2972549002254521,1.8534888057704313,1,2.459991455078125,1982-11-17
148,SP500,138.33999633789062,138.77999877929688,137.47000122070312,137.92999267578125,77620000,-0.9541651730318512,0.2972549002254521,1,1.30999755859375,1982-11-18
149,SP500,137.02000427246094,138.92999267578125,137.0,138.35000610351562,70310000,-2.0434994631806314,-0.9541651730318512,0,1.92999267578125,1982-11-19
150,SP500,134.22000122070312,137.10000610351562,134.2100067138672,137.02999877929688,74960000,-0.9611149852402856,-2.0434994631806314,0,2.8899993896484375,1982-11-22
151,SP500,132.92999267578125,134.27999877929688,132.88999938964844,134.2100067138672,72920000,0.7146710745319584,-0.9611149852402856,0,1.3899993896484375,1982-11-23
152,SP500,133.8800048828125,133.8800048828125,132.9199981689453,132.9199981689453,67220000,0.7469375287783464,0.7146710745319584,1,0.9600067138671875,1982-11-24
153,SP500,134.8800048828125,134.8800048828125,133.88999938964844,133.88999938964844,38810000,-0.5041577031088651,0.7469375287783464,1,0.9900054931640625,1982-11-26
154,SP500,134.1999969482422,135.2899932861328,133.69000244140625,134.88999938964844,61080000,3.2265290085846,-0.5041577031088651,0,1.5999908447265625,1982-11-29
155,SP500,138.52999877929688,138.52999877929688,134.19000244140625,134.1999969482422,93470000,0.13715617056271334,3.2265290085846,1,4.339996337890625,1982-11-30
156,SP500,138.72000122070312,140.3699951171875,138.35000610351562,138.55999755859375,107850000,0.07209205783995642,0.13715617056271334,1,2.019989013671875,1982-12-01
157,SP500,138.82000732421875,139.6300048828125,138.66000366210938,138.72000122070312,77600000,-0.09364996106712153,0.07209205783995642,1,0.970001220703125,1982-12-02
158,SP500,138.69000244140625,139.58999633789062,138.58999633789062,138.8699951171875,71540000,2.220781438341901,-0.09364996106712153,0,1.0,1982-12-03
159,SP500,141.77000427246094,141.77000427246094,138.00999450683594,138.6999969482422,83880000,0.6700972840604891,2.220781438341901,1,3.760009765625,1982-12-06
160,SP500,142.72000122070312,143.67999267578125,141.7899932861328,141.7899932861328,111620000,-0.630601099205863,0.6700972840604891,1,1.8899993896484375,1982-12-07
161,SP500,141.82000732421875,143.5800018310547,141.82000732421875,142.7100067138672,97430000,-1.2833219787233396,-0.630601099205863,0,1.7599945068359375,1982-12-08
162,SP500,140.0,141.8000030517578,139.9199981689453,141.8000030517578,90320000,-0.3071376255580405,-1.2833219787233396,0,1.8800048828125,1982-12-09
163,SP500,139.57000732421875,141.14999389648438,139.35000610351562,139.99000549316406,86430000,0.2722573648224591,-0.3071376255580405,0,1.79998779296875,1982-12-10
164,SP500,139.9499969482422,140.1199951171875,139.5,139.57000732421875,63140000,-1.8220815343789387,0.2722573648224591,1,0.6199951171875,1982-12-13
165,SP500,137.39999389648438,142.5,137.33999633789062,139.99000549316406,98380000,-1.5720440314921924,-1.8220815343789387,0,5.160003662109375,1982-12-14
166,SP500,135.24000549316406,137.39999389648438,135.1199951171875,137.39999389648438,81030000,0.044363765274169076,-1.5720440314921924,0,2.279998779296875,1982-12-15
167,SP500,135.3000030517578,135.77999877929688,134.7899932861328,135.22000122070312,73680000,1.618627045092147,0.044363765274169076,1,0.9900054931640625,1982-12-16
168,SP500,137.49000549316406,137.7100067138672,135.35000610351562,135.35000610351562,76010000,-0.9018877326510188,1.618627045092147,1,2.3600006103515625,1982-12-17
169,SP500,136.25,137.83999633789062,136.19000244140625,137.49000549316406,62210000,1.7321105397075653,-0.9018877326510188,0,1.649993896484375,1982-12-20
170,SP500,138.61000061035156,139.27000427246094,136.07000732421875,136.24000549316406,78010000,0.1587195871397329,1.7321105397075653,1,3.1999969482421875,1982-12-21
171,SP500,138.8300018310547,139.69000244140625,138.60000610351562,138.6300048828125,83470000,0.6410713663545842,0.1587195871397329,1,1.089996337890625,1982-12-22
172,SP500,139.72000122070312,139.94000244140625,138.83999633789062,138.83999633789062,62880000,1.753504814512663,0.6410713663545842,1,1.100006103515625,1982-12-23
173,SP500,142.1699981689453,142.32000732421875,139.72000122070312,139.72999572753906,64690000,-0.9847323025359511,1.753504814512663,1,2.600006103515625,1982-12-27
174,SP500,140.77000427246094,142.33999633789062,140.75,142.17999267578125,58610000,0.3338788139790383,-0.9847323025359511,0,1.589996337890625,1982-12-28
175,SP500,141.24000549316406,141.72999572753906,140.67999267578125,140.77000427246094,54810000,-0.6442959690718952,0.3338788139790383,1,1.0500030517578125,1982-12-29
176,SP500,140.3300018310547,141.67999267578125,140.22000122070312,141.24000549316406,56380000,0.22090611740102073,-0.6442959690718952,0,1.459991455078125,1982-12-30
177,SP500,140.63999938964844,140.77999877929688,140.27000427246094,140.33999633789062,42110000,-1.635383291907988,0.22090611740102073,1,0.5099945068359375,1982-12-31
